timestamp,device_id,site,sensor_type,value,unit,anomaly
2026-09-08T00:50:00Z,sm-005,riverside-park,temperature,15.8,C,
2026-09-08T00:50:00Z,sm-006,riverside-park,noise,38.6,dB,
2026-09-08T00:50:00Z,sm-007,north-industrial,air_quality,22.9,ug/m3,
2026-09-08T00:50:00Z,sm-008,north-industrial,temperature,18.4,C,
2026-09-08T00:50:00Z,sm-009,north-industrial,noise,41.2,dB,
2026-09-08T01:00:00Z,sm-001,metro-core,air_quality,16.9,ug/m3,
2026-09-08T01:00:00Z,sm-002,metro-core,temperature,17.0,C,
2026-09-08T01:00:00Z,sm-003,metro-core,noise,44.6,dB,
2026-09-08T01:00:00Z,sm-004,riverside-park,air_quality,8.3,ug/m3,
2026-09-08T01:00:00Z,sm-005,riverside-park,temperature,15.0,C,
2026-09-08T01:00:00Z,sm-006,riverside-park,noise,34.5,dB,
2026-09-08T01:00:00Z,sm-007,north-industrial,air_quality,30.3,ug/m3,
2026-09-08T01:00:00Z,sm-008,north-industrial,temperature,18.2,C,
2026-09-08T01:00:00Z,sm-009,north-industrial,noise,40.9,dB,
2026-09-08T01:10:00Z,sm-001,metro-core,air_quality,17.5,ug/m3,
2026-09-08T01:10:00Z,sm-002,metro-core,temperature,16.8,C,
2026-09-08T01:10:00Z,sm-003,metro-core,noise,46.9,dB,
2026-09-08T01:10:00Z,sm-004,riverside-park,air_quality,8.5,ug/m3,
2026-09-08T01:10:00Z,sm-005,riverside-park,temperature,14.8,C,
2026-09-08T01:10:00Z,sm-006,riverside-park,noise,37.0,dB,
2026-09-08T01:10:00Z,sm-007,north-industrial,air_quality,25.6,ug/m3,
2026-09-08T01:10:00Z,sm-008,north-industrial,temperature,17.8,C,
2026-09-08T01:10:00Z,sm-009,north-industrial,noise,40.1,dB,
2026-09-08T01:20:00Z,sm-001,metro-core,air_quality,15.3,ug/m3,
2026-09-08T01:20:00Z,sm-002,metro-core,temperature,17.3,C,
2026-09-08T01:20:00Z,sm-003,metro-core,noise,45.0,dB,
2026-09-08T01:20:00Z,sm-004,riverside-park,air_quality,9.0,ug/m3,
2026-09-08T01:20:00Z,sm-005,riverside-park,temperature,14.8,C,
2026-09-08T01:20:00Z,sm-006,riverside-park,noise,36.5,dB,
2026-09-08T01:20:00Z,sm-007,north-industrial,air_quality,32.2,ug/m3,
2026-09-08T01:20:00Z,sm-008,north-industrial,temperature,17.0,C,
2026-09-08T01:20:00Z,sm-009,north-industrial,noise,41.4,dB,
2026-09-08T01:30:00Z,sm-001,metro-core,air_quality,15.5,ug/m3,
2026-09-08T01:30:00Z,sm-002,metro-core,temperature,17.2,C,
2026-09-08T01:30:00Z,sm-003,metro-core,noise,42.8,dB,
2026-09-08T01:30:00Z,sm-004,riverside-park,air_quality,9.2,ug/m3,
2026-09-08T01:30:00Z,sm-005,riverside-park,temperature,14.4,C,
2026-09-08T01:30:00Z,sm-006,riverside-park,noise,37.5,dB,
2026-09-08T01:30:00Z,sm-007,north-industrial,air_quality,32.4,ug/m3,
2026-09-08T01:30:00Z,sm-008,north-industrial,temperature,17.7,C,
2026-09-08T01:30:00Z,sm-009,north-industrial,noise,40.0,dB,
2026-09-08T01:40:00Z,sm-001,metro-core,air_quality,15.3,ug/m3,
2026-09-08T01:40:00Z,sm-002,metro-core,temperature,17.6,C,
2026-09-08T01:40:00Z,sm-003,metro-core,noise,42.3,dB,
2026-09-08T01:40:00Z,sm-004,riverside-park,air_quality,9.4,ug/m3,
2026-09-08T01:40:00Z,sm-005,riverside-park,temperature,14.7,C,
2026-09-08T01:40:00Z,sm-006,riverside-park,noise,36.9,dB,
2026-09-08T01:40:00Z,sm-007,north-industrial,air_quality,27.1,ug/m3,
2026-09-08T01:40:00Z,sm-008,north-industrial,temperature,18.4,C,
2026-09-08T01:40:00Z,sm-009,north-industrial,noise,40.3,dB,
2026-09-08T01:50:00Z,sm-001,metro-core,air_quality,18.1,ug/m3,
2026-09-08T01:50:00Z,sm-002,metro-core,temperature,17.4,C,
2026-09-08T01:50:00Z,sm-003,metro-core,noise,45.9,dB,
2026-09-08T01:50:00Z,sm-004,riverside-park,air_quality,9.2,ug/m3,
2026-09-08T01:50:00Z,sm-005,riverside-park,temperature,14.3,C,
2026-09-08T01:50:00Z,sm-006,riverside-park,noise,39.2,dB,
2026-09-08T01:50:00Z,sm-007,north-industrial,air_quality,33.2,ug/m3,
2026-09-08T01:50:00Z,sm-008,north-industrial,temperature,17.5,C,
2026-09-08T01:50:00Z,sm-009,north-industrial,noise,42.3,dB,
2026-09-08T02:00:00Z,sm-001,metro-core,air_quality,15.7,ug/m3,
2026-09-08T02:00:00Z,sm-002,metro-core,temperature,31.7,C,spike
2026-09-08T02:00:00Z,sm-003,metro-core,noise,43.3,dB,
2026-09-08T02:00:00Z,sm-004,riverside-park,air_quality,8.7,ug/m3,
2026-09-08T02:00:00Z,sm-005,riverside-park,temperature,14.6,C,
2026-09-08T02:00:00Z,sm-006,riverside-park,noise,36.4,dB,
2026-09-08T02:00:00Z,sm-007,north-industrial,air_quality,29.1,ug/m3,
2026-09-08T02:00:00Z,sm-008,north-industrial,temperature,17.8,C,
2026-09-08T02:00:00Z,sm-009,north-industrial,noise,40.9,dB,
2026-09-08T02:10:00Z,sm-001,metro-core,air_quality,15.9,ug/m3,
2026-09-08T02:10:00Z,sm-002,metro-core,temperature,16.2,C,
2026-09-08T02:10:00Z,sm-003,metro-core,noise,43.9,dB,
2026-09-08T02:10:00Z,sm-004,riverside-park,air_quality,8.0,ug/m3,
2026-09-08T02:10:00Z,sm-005,riverside-park,temperature,14.1,C,
2026-09-08T02:10:00Z,sm-006,riverside-park,noise,35.8,dB,
2026-09-08T02:10:00Z,sm-007,north-industrial,air_quality,28.3,ug/m3,
2026-09-08T02:10:00Z,sm-008,north-industrial,temperature,17.3,C,
2026-09-08T02:10:00Z,sm-009,north-industrial,noise,42.4,dB,
2026-09-08T02:20:00Z,sm-001,metro-core,air_quality,15.9,ug/m3,
2026-09-08T02:20:00Z,sm-002,metro-core,temperature,16.6,C,
2026-09-08T02:20:00Z,sm-003,metro-core,noise,44.5,dB,
2026-09-08T02:20:00Z,sm-004,riverside-park,air_quality,8.4,ug/m3,
2026-09-08T02:20:00Z,sm-005,riverside-park,temperature,13.7,C,
2026-09-08T02:20:00Z,sm-006,riverside-park,noise,34.4,dB,
2026-09-08T02:20:00Z,sm-007,north-industrial,air_quality,25.6,ug/m3,
2026-09-08T02:20:00Z,sm-008,north-industrial,temperature,17.1,C,
2026-09-08T02:20:00Z,sm-009,north-industrial,noise,40.8,dB,
2026-09-08T02:30:00Z,sm-001,metro-core,air_quality,18.3,ug/m3,
2026-09-08T02:30:00Z,sm-002,metro-core,temperature,16.4,C,
2026-09-08T02:30:00Z,sm-003,metro-core,noise,44.4,dB,
2026-09-08T02:30:00Z,sm-004,riverside-park,air_quality,8.2,ug/m3,
2026-09-08T02:30:00Z,sm-005,riverside-park,temperature,13.4,C,
2026-09-08T02:30:00Z,sm-006,riverside-park,noise,37.8,dB,
2026-09-08T02:30:00Z,sm-007,north-industrial,air_quality,30.7,ug/m3,
2026-09-08T02:30:00Z,sm-008,north-industrial,temperature,16.3,C,
2026-09-08T02:30:00Z,sm-009,north-industrial,noise,42.0,dB,
2026-09-08T02:40:00Z,sm-001,metro-core,air_quality,13.2,ug/m3,
2026-09-08T02:40:00Z,sm-002,metro-core,temperature,15.9,C,
2026-09-08T02:40:00Z,sm-003,metro-core,noise,44.8,dB,
2026-09-08T02:40:00Z,sm-004,riverside-park,air_quality,9.4,ug/m3,
2026-09-08T02:40:00Z,sm-005,riverside-park,temperature,14.4,C,
2026-09-08T02:40:00Z,sm-006,riverside-park,noise,36.9,dB,
2026-09-08T02:40:00Z,sm-007,north-industrial,air_quality,28.5,ug/m3,
2026-09-08T02:40:00Z,sm-008,north-industrial,temperature,17.0,C,
2026-09-08T02:40:00Z,sm-009,north-industrial,noise,42.9,dB,
2026-09-08T02:50:00Z,sm-001,metro-core,air_quality,13.3,ug/m3,
2026-09-08T02:50:00Z,sm-002,metro-core,temperature,16.5,C,
2026-09-08T02:50:00Z,sm-003,metro-core,noise,44.3,dB,
2026-09-08T02:50:00Z,sm-004,riverside-park,air_quality,7.0,ug/m3,
2026-09-08T02:50:00Z,sm-005,riverside-park,temperature,14.1,C,
2026-09-08T02:50:00Z,sm-006,riverside-park,noise,38.4,dB,
2026-09-08T02:50:00Z,sm-007,north-industrial,air_quality,23.6,ug/m3,
2026-09-08T02:50:00Z,sm-008,north-industrial,temperature,16.5,C,
2026-09-08T02:50:00Z,sm-009,north-industrial,noise,39.6,dB,
2026-09-08T03:00:00Z,sm-001,metro-core,air_quality,18.4,ug/m3,
2026-09-08T03:00:00Z,sm-002,metro-core,temperature,16.7,C,
2026-09-08T03:00:00Z,sm-003,metro-core,noise,42.8,dB,
2026-09-08T03:00:00Z,sm-004,riverside-park,air_quality,7.4,ug/m3,
2026-09-08T03:00:00Z,sm-005,riverside-park,temperature,14.0,C,
2026-09-08T03:00:00Z,sm-006,riverside-park,noise,37.6,dB,
2026-09-08T03:00:00Z,sm-007,north-industrial,air_quality,24.1,ug/m3,
2026-09-08T03:00:00Z,sm-008,north-industrial,temperature,16.8,C,
2026-09-08T03:00:00Z,sm-009,north-industrial,noise,41.1,dB,
2026-09-08T03:10:00Z,sm-001,metro-core,air_quality,19.2,ug/m3,
2026-09-08T03:10:00Z,sm-002,metro-core,temperature,16.3,C,
2026-09-08T03:10:00Z,sm-003,metro-core,noise,46.4,dB,
2026-09-08T03:10:00Z,sm-004,riverside-park,air_quality,7.9,ug/m3,
2026-09-08T03:10:00Z,sm-005,riverside-park,temperature,13.8,C,
2026-09-08T03:10:00Z,sm-006,riverside-park,noise,36.7,dB,
2026-09-08T03:10:00Z,sm-007,north-industrial,air_quality,33.1,ug/m3,
2026-09-08T03:10:00Z,sm-008,north-industrial,temperature,17.0,C,
2026-09-08T03:10:00Z,sm-009,north-industrial,noise,43.5,dB,
2026-09-08T03:20:00Z,sm-001,metro-core,air_quality,14.0,ug/m3,
2026-09-08T03:20:00Z,sm-002,metro-core,temperature,16.2,C,
2026-09-08T03:20:00Z,sm-003,metro-core,noise,43.5,dB,
2026-09-08T03:20:00Z,sm-004,riverside-park,air_quality,8.0,ug/m3,
2026-09-08T03:20:00Z,sm-005,riverside-park,temperature,14.6,C,
2026-09-08T03:20:00Z,sm-006,riverside-park,noise,37.9,dB,
2026-09-08T03:20:00Z,sm-007,north-industrial,air_quality,26.6,ug/m3,
2026-09-08T03:20:00Z,sm-008,north-industrial,temperature,17.5,C,
2026-09-08T03:20:00Z,sm-009,north-industrial,noise,42.7,dB,
2026-09-08T03:30:00Z,sm-001,metro-core,air_quality,17.2,ug/m3,
2026-09-08T03:30:00Z,sm-002,metro-core,temperature,16.5,C,
2026-09-08T03:30:00Z,sm-003,metro-core,noise,44.5,dB,
2026-09-08T03:30:00Z,sm-004,riverside-park,air_quality,7.6,ug/m3,
2026-09-08T03:30:00Z,sm-005,riverside-park,temperature,13.8,C,
2026-09-08T03:30:00Z,sm-006,riverside-park,noise,37.8,dB,
2026-09-08T03:30:00Z,sm-007,north-industrial,air_quality,25.3,ug/m3,
2026-09-08T03:30:00Z,sm-008,north-industrial,temperature,16.9,C,
2026-09-08T03:30:00Z,sm-009,north-industrial,noise,42.5,dB,
2026-09-08T03:40:00Z,sm-001,metro-core,air_quality,14.1,ug/m3,
2026-09-08T03:40:00Z,sm-002,metro-core,temperature,16.9,C,
2026-09-08T03:40:00Z,sm-003,metro-core,noise,45.2,dB,
2026-09-08T03:40:00Z,sm-004,riverside-park,air_quality,7.4,ug/m3,
2026-09-08T03:40:00Z,sm-005,riverside-park,temperature,14.0,C,
2026-09-08T03:40:00Z,sm-006,riverside-park,noise,37.0,dB,
2026-09-08T03:40:00Z,sm-007,north-industrial,air_quality,28.0,ug/m3,
2026-09-08T03:40:00Z,sm-008,north-industrial,temperature,17.3,C,
2026-09-08T03:40:00Z,sm-009,north-industrial,noise,41.7,dB,
2026-09-08T03:50:00Z,sm-001,metro-core,air_quality,14.2,ug/m3,
2026-09-08T03:50:00Z,sm-002,metro-core,temperature,16.4,C,
2026-09-08T03:50:00Z,sm-003,metro-core,noise,42.4,dB,
2026-09-08T03:50:00Z,sm-004,riverside-park,air_quality,8.9,ug/m3,
2026-09-08T03:50:00Z,sm-005,riverside-park,temperature,14.0,C,
2026-09-08T03:50:00Z,sm-006,riverside-park,noise,35.9,dB,
2026-09-08T03:50:00Z,sm-007,north-industrial,air_quality,28.0,ug/m3,
2026-09-08T03:50:00Z,sm-008,north-industrial,temperature,17.2,C,
2026-09-08T03:50:00Z,sm-009,north-industrial,noise,45.0,dB,
2026-09-08T04:00:00Z,sm-001,metro-core,air_quality,15.0,ug/m3,
2026-09-08T04:00:00Z,sm-002,metro-core,temperature,16.7,C,
2026-09-08T04:00:00Z,sm-003,metro-core,noise,44.6,dB,
2026-09-08T04:00:00Z,sm-004,riverside-park,air_quality,7.5,ug/m3,
2026-09-08T04:00:00Z,sm-005,riverside-park,temperature,14.4,C,
2026-09-08T04:00:00Z,sm-006,riverside-park,noise,35.6,dB,
2026-09-08T04:00:00Z,sm-007,north-industrial,air_quality,35.3,ug/m3,
2026-09-08T04:00:00Z,sm-008,north-industrial,temperature,16.9,C,
2026-09-08T04:00:00Z,sm-009,north-industrial,noise,46.0,dB,
2026-09-08T04:10:00Z,sm-001,metro-core,air_quality,17.0,ug/m3,
2026-09-08T04:10:00Z,sm-002,metro-core,temperature,16.8,C,
2026-09-08T04:10:00Z,sm-003,metro-core,noise,43.0,dB,
2026-09-08T04:10:00Z,sm-004,riverside-park,air_quality,7.3,ug/m3,
2026-09-08T04:10:00Z,sm-005,riverside-park,temperature,14.1,C,
2026-09-08T04:10:00Z,sm-006,riverside-park,noise,37.0,dB,
2026-09-08T04:10:00Z,sm-007,north-industrial,air_quality,27.6,ug/m3,
2026-09-08T04:10:00Z,sm-008,north-industrial,temperature,16.9,C,
2026-09-08T04:10:00Z,sm-009,north-industrial,noise,42.6,dB,
2026-09-08T04:20:00Z,sm-001,metro-core,air_quality,20.9,ug/m3,
2026-09-08T04:20:00Z,sm-002,metro-core,temperature,17.2,C,
2026-09-08T04:20:00Z,sm-003,metro-core,noise,44.4,dB,
2026-09-08T04:20:00Z,sm-004,riverside-park,air_quality,9.3,ug/m3,
2026-09-08T04:20:00Z,sm-005,riverside-park,temperature,14.2,C,
2026-09-08T04:20:00Z,sm-006,riverside-park,noise,38.6,dB,
2026-09-08T04:20:00Z,sm-007,north-industrial,air_quality,28.2,ug/m3,
2026-09-08T04:20:00Z,sm-008,north-industrial,temperature,17.6,C,
2026-09-08T04:20:00Z,sm-009,north-industrial,noise,44.1,dB,
2026-09-08T04:30:00Z,sm-001,metro-core,air_quality,16.8,ug/m3,
2026-09-08T04:30:00Z,sm-002,metro-core,temperature,17.1,C,
2026-09-08T04:30:00Z,sm-003,metro-core,noise,44.4,dB,
2026-09-08T04:30:00Z,sm-004,riverside-park,air_quality,7.9,ug/m3,
2026-09-08T04:30:00Z,sm-005,riverside-park,temperature,14.5,C,
2026-09-08T04:30:00Z,sm-006,riverside-park,noise,37.3,dB,
2026-09-08T04:30:00Z,sm-007,north-industrial,air_quality,25.5,ug/m3,
2026-09-08T04:30:00Z,sm-008,north-industrial,temperature,17.7,C,
2026-09-08T04:30:00Z,sm-009,north-industrial,noise,45.4,dB,
2026-09-08T04:40:00Z,sm-001,metro-core,air_quality,15.2,ug/m3,
2026-09-08T04:40:00Z,sm-002,metro-core,temperature,17.5,C,
2026-09-08T04:40:00Z,sm-003,metro-core,noise,45.7,dB,
2026-09-08T04:40:00Z,sm-004,riverside-park,air_quality,7.3,ug/m3,
2026-09-08T04:40:00Z,sm-005,riverside-park,temperature,14.6,C,
2026-09-08T04:40:00Z,sm-006,riverside-park,noise,37.8,dB,
2026-09-08T04:40:00Z,sm-007,north-industrial,air_quality,30.2,ug/m3,
2026-09-08T04:40:00Z,sm-008,north-industrial,temperature,17.6,C,
2026-09-08T04:40:00Z,sm-009,north-industrial,noise,43.3,dB,
2026-09-08T04:50:00Z,sm-001,metro-core,air_quality,16.5,ug/m3,
2026-09-08T04:50:00Z,sm-002,metro-core,temperature,17.0,C,
2026-09-08T04:50:00Z,sm-003,metro-core,noise,61.4,dB,passby
2026-09-08T04:50:00Z,sm-004,riverside-park,air_quality,8.2,ug/m3,
2026-09-08T04:50:00Z,sm-005,riverside-park,temperature,15.1,C,
2026-09-08T04:50:00Z,sm-006,riverside-park,noise,39.2,dB,
2026-09-08T04:50:00Z,sm-007,north-industrial,air_quality,31.2,ug/m3,
2026-09-08T04:50:00Z,sm-008,north-industrial,temperature,17.2,C,
2026-09-08T04:50:00Z,sm-009,north-industrial,noise,47.3,dB,
2026-09-08T05:00:00Z,sm-001,metro-core,air_quality,17.3,ug/m3,
2026-09-08T05:00:00Z,sm-002,metro-core,temperature,17.4,C,
2026-09-08T05:00:00Z,sm-003,metro-core,noise,46.5,dB,
2026-09-08T05:00:00Z,sm-004,riverside-park,air_quality,9.6,ug/m3,
2026-09-08T05:00:00Z,sm-005,riverside-park,temperature,14.2,C,
2026-09-08T05:00:00Z,sm-006,riverside-park,noise,38.1,dB,
2026-09-08T05:00:00Z,sm-007,north-industrial,air_quality,32.2,ug/m3,
2026-09-08T05:00:00Z,sm-008,north-industrial,temperature,17.4,C,
2026-09-08T05:00:00Z,sm-009,north-industrial,noise,44.2,dB,
2026-09-08T05:10:00Z,sm-001,metro-core,air_quality,18.6,ug/m3,
2026-09-08T05:10:00Z,sm-002,metro-core,temperature,17.1,C,
2026-09-08T05:10:00Z,sm-003,metro-core,noise,47.5,dB,
2026-09-08T05:10:00Z,sm-004,riverside-park,air_quality,10.7,ug/m3,
2026-09-08T05:10:00Z,sm-005,riverside-park,temperature,14.8,C,
2026-09-08T05:10:00Z,sm-006,riverside-park,noise,40.1,dB,
2026-09-08T05:10:00Z,sm-007,north-industrial,air_quality,29.1,ug/m3,
2026-09-08T05:10:00Z,sm-008,north-industrial,temperature,17.8,C,
2026-09-08T05:10:00Z,sm-009,north-industrial,noise,44.1,dB,
2026-09-08T05:20:00Z,sm-001,metro-core,air_quality,19.9,ug/m3,
2026-09-08T05:20:00Z,sm-002,metro-core,temperature,17.1,C,
2026-09-08T05:20:00Z,sm-003,metro-core,noise,49.2,dB,
2026-09-08T05:20:00Z,sm-004,riverside-park,air_quality,9.4,ug/m3,
2026-09-08T05:20:00Z,sm-005,riverside-park,temperature,15.6,C,
2026-09-08T05:20:00Z,sm-006,riverside-park,noise,40.7,dB,
2026-09-08T05:20:00Z,sm-007,north-industrial,air_quality,23.6,ug/m3,
2026-09-08T05:20:00Z,sm-008,north-industrial,temperature,17.5,C,
2026-09-08T05:20:00Z,sm-009,north-industrial,noise,46.8,dB,
2026-09-08T05:30:00Z,sm-001,metro-core,air_quality,20.6,ug/m3,
2026-09-08T05:30:00Z,sm-002,metro-core,temperature,17.4,C,
2026-09-08T05:30:00Z,sm-003,metro-core,noise,47.8,dB,
2026-09-08T05:30:00Z,sm-004,riverside-park,air_quality,9.5,ug/m3,
2026-09-08T05:30:00Z,sm-005,riverside-park,temperature,15.0,C,
2026-09-08T05:30:00Z,sm-006,riverside-park,noise,54.5,dB,passby
2026-09-08T05:30:00Z,sm-007,north-industrial,air_quality,33.7,ug/m3,
2026-09-08T05:30:00Z,sm-008,north-industrial,temperature,17.6,C,
2026-09-08T05:30:00Z,sm-009,north-industrial,noise,46.2,dB,
2026-09-08T05:40:00Z,sm-001,metro-core,air_quality,21.3,ug/m3,
2026-09-08T05:40:00Z,sm-002,metro-core,temperature,18.1,C,
2026-09-08T05:40:00Z,sm-003,metro-core,noise,63.9,dB,passby
2026-09-08T05:40:00Z,sm-004,riverside-park,air_quality,9.9,ug/m3,
2026-09-08T05:40:00Z,sm-005,riverside-park,temperature,15.0,C,
2026-09-08T05:40:00Z,sm-006,riverside-park,noise,42.2,dB,
2026-09-08T05:40:00Z,sm-007,north-industrial,air_quality,30.8,ug/m3,
2026-09-08T05:40:00Z,sm-008,north-industrial,temperature,17.2,C,
2026-09-08T05:40:00Z,sm-009,north-industrial,noise,48.0,dB,
2026-09-08T05:50:00Z,sm-001,metro-core,air_quality,23.8,ug/m3,
2026-09-08T05:50:00Z,sm-002,metro-core,temperature,17.9,C,
2026-09-08T05:50:00Z,sm-003,metro-core,noise,50.6,dB,
2026-09-08T05:50:00Z,sm-004,riverside-park,air_quality,9.2,ug/m3,
2026-09-08T05:50:00Z,sm-005,riverside-park,temperature,15.6,C,
2026-09-08T05:50:00Z,sm-006,riverside-park,noise,43.9,dB,
2026-09-08T05:50:00Z,sm-007,north-industrial,air_quality,27.1,ug/m3,
2026-09-08T05:50:00Z,sm-008,north-industrial,temperature,18.2,C,
2026-09-08T05:50:00Z,sm-009,north-industrial,noise,48.3,dB,
2026-09-08T06:00:00Z,sm-001,metro-core,air_quality,20.8,ug/m3,
2026-09-08T06:00:00Z,sm-002,metro-core,temperature,18.1,C,
2026-09-08T06:00:00Z,sm-003,metro-core,noise,52.3,dB,
2026-09-08T06:00:00Z,sm-004,riverside-park,air_quality,9.1,ug/m3,
2026-09-08T06:00:00Z,sm-005,riverside-park,temperature,16.0,C,
2026-09-08T06:00:00Z,sm-006,riverside-park,noise,42.0,dB,
2026-09-08T06:00:00Z,sm-007,north-industrial,air_quality,31.9,ug/m3,
2026-09-08T06:00:00Z,sm-008,north-industrial,temperature,18.1,C,
2026-09-08T06:00:00Z,sm-009,north-industrial,noise,49.6,dB,
2026-09-08T06:10:00Z,sm-001,metro-core,air_quality,20.7,ug/m3,
2026-09-08T06:10:00Z,sm-002,metro-core,temperature,17.6,C,
2026-09-08T06:10:00Z,sm-003,metro-core,noise,67.3,dB,passby
2026-09-08T06:10:00Z,sm-004,riverside-park,air_quality,10.4,ug/m3,
2026-09-08T06:10:00Z,sm-005,riverside-park,temperature,30.4,C,spike
2026-09-08T06:10:00Z,sm-006,riverside-park,noise,43.8,dB,
2026-09-08T06:10:00Z,sm-007,north-industrial,air_quality,34.9,ug/m3,
2026-09-08T06:10:00Z,sm-008,north-industrial,temperature,18.5,C,
2026-09-08T06:10:00Z,sm-009,north-industrial,noise,48.2,dB,
2026-09-08T06:20:00Z,sm-001,metro-core,air_quality,25.1,ug/m3,
2026-09-08T06:20:00Z,sm-002,metro-core,temperature,18.3,C,
2026-09-08T06:20:00Z,sm-003,metro-core,noise,54.0,dB,
2026-09-08T06:20:00Z,sm-004,riverside-park,air_quality,11.0,ug/m3,
2026-09-08T06:20:00Z,sm-005,riverside-park,temperature,15.8,C,
2026-09-08T06:20:00Z,sm-006,riverside-park,noise,67.3,dB,spike
2026-09-08T06:20:00Z,sm-007,north-industrial,air_quality,36.7,ug/m3,
2026-09-08T06:20:00Z,sm-008,north-industrial,temperature,18.6,C,
2026-09-08T06:20:00Z,sm-009,north-industrial,noise,52.2,dB,
2026-09-08T06:30:00Z,sm-001,metro-core,air_quality,22.1,ug/m3,
2026-09-08T06:30:00Z,sm-002,metro-core,temperature,18.7,C,
2026-09-08T06:30:00Z,sm-003,metro-core,noise,54.4,dB,
2026-09-08T06:30:00Z,sm-004,riverside-park,air_quality,9.5,ug/m3,
2026-09-08T06:30:00Z,sm-005,riverside-park,temperature,16.5,C,
2026-09-08T06:30:00Z,sm-006,riverside-park,noise,44.7,dB,
2026-09-08T06:30:00Z,sm-007,north-industrial,air_quality,33.7,ug/m3,
2026-09-08T06:30:00Z,sm-008,north-industrial,temperature,18.6,C,
2026-09-08T06:30:00Z,sm-009,north-industrial,noise,53.2,dB,
2026-09-08T06:40:00Z,sm-001,metro-core,air_quality,29.2,ug/m3,
2026-09-08T06:40:00Z,sm-002,metro-core,temperature,19.5,C,
2026-09-08T06:40:00Z,sm-003,metro-core,noise,56.0,dB,
